1,wn2eWWOxpJkjRhUeBAEsNeMY4QqRg4=,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
2,zZnwjqMvaLPQwSBOyPwe4khzuBbKVC9VTVkINSusDCk=,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
3,21,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
4,12,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
5,zZnwjqMvaLPQwSBOyPwe4khzuBbKVC9VTVkINSusDCk=,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
6,zZnwjqMvaLPQwSBOyPwe4khzuBbKVC9VTVkINSusDCk=,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
7,zZnwjqMvaLPQwSBOyPwe4khzuBbKVC9VTVkINSusDCk=,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
8,zZnwjqMvaLPQwSBOyPwe4khzuBbKVC9VTVkINSusDCk=,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
9,zZnwjqMvaLPQwSBOyPwe4khzuBbKVC9VTVkINSusDCk=,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
10,,1,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
11,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
12,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
13,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,rde,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
14,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,45,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
15,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,8fc,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
16,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,23,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
17,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
18,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
19,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,,12,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
20,wn2eWWOxpJkjRhUeBAEsNeMY4QqRgOupE3oUip4Kvx4=,2,,100,2020-02-20,aZSFtfEdx7xVQ3o1Cb5b/Q==
